,number,name,year,month,day,hour,nature,lat,lon,land,vmax,pressure,rmax,R34,R50,R64
0,1841,NOT_NAMED,1959,5,18,18,TS,8.8,70.69999695,FALSE,13.31472888,1013.445518,112.5048518,,,
1,1841,NOT_NAMED,1959,5,18,21,TS,8.8625,70.65749359,FALSE,14.76807115,1011.756587,102.0792233,,,
2,1841,NOT_NAMED,1959,5,19,0,TS,9,70.59999847,FALSE,14.35856317,1012.014813,111.1923875,,,
3,1841,NOT_NAMED,1959,5,19,3,TS,9.266666,70.51332092,FALSE,13.15757417,1013.4311,107.0636888,,,
4,1841,NOT_NAMED,1959,5,19,6,TS,9.604077,70.39066315,FALSE,13.19993647,1013.644609,95.68442535,,,
5,1841,NOT_NAMED,1959,5,19,9,TS,9.947971,70.24868011,FALSE,12.85155496,1014.331211,87.95735618,,,
6,1841,NOT_NAMED,1959,5,19,12,TS,10.289498,70.08483124,FALSE,13.05722312,1013.851079,83.0914378,,,
7,1841,NOT_NAMED,1959,5,19,15,TS,10.600009,69.89998627,FALSE,13.38342324,1013.777807,89.670726,,,
8,1841,NOT_NAMED,1959,5,19,18,TS,10.912376,69.71341705,FALSE,13.65534192,1013.759787,93.03663052,,,
9,1841,NOT_NAMED,1959,5,19,21,TS,11.25745,69.55741119,FALSE,12.78778577,1014.309295,103.1203443,,,
10,1841,NOT_NAMED,1959,5,20,0,TS,11.598831,69.39777374,FALSE,12.30057813,1015.055557,108.1311109,,,
11,1841,NOT_NAMED,1959,5,20,3,TS,11.909987,69.2099762,FALSE,12.78211386,1014.25074,102.191178,,,
12,1841,NOT_NAMED,1959,5,20,6,TS,12.190499,68.99910736,FALSE,13.39311994,1013.768447,96.22484181,,,
13,1841,NOT_NAMED,1959,5,20,9,TS,12.450809,68.75991058,FALSE,14.08999278,1012.668199,84.70972012,,,
14,1841,NOT_NAMED,1959,5,20,12,TS,12.687367,68.51576233,FALSE,16.1767204,1010.965505,91.26629746,,,
15,1841,NOT_NAMED,1959,5,20,15,TS,12.899964,68.29992676,FALSE,20.75216194,1005.710155,91.08431781,139.1119581,,
16,1841,NOT_NAMED,1959,5,20,18,TS,13.117887,68.09320831,FALSE,21.81582096,1004.52622,82.84490406,149.4446698,,
17,1841,NOT_NAMED,1959,5,20,21,TS,13.358864,67.87136841,FALSE,22.74063925,1003.380229,85.87952185,163.8628274,,
18,1841,NOT_NAMED,1959,5,21,0,TS,13.618869,67.58483887,FALSE,22.81217974,1003.445491,88.50906326,166.1575317,,
19,1841,NOT_NAMED,1959,5,21,3,TS,13.904977,67.19670868,FALSE,21.25280889,1005.94717,87.98720315,143.7189692,,
20,1841,NOT_NAMED,1959,5,21,6,TS,14.184278,66.71437836,FALSE,21.28172916,1005.928062,102.4933935,153.2419237,,
21,1841,NOT_NAMED,1959,5,21,9,TS,14.413497,66.17760468,FALSE,22.68689646,1004.114963,92.1028332,165.9773699,,
22,1841,NOT_NAMED,1959,5,21,12,TS,14.60509,65.61959076,FALSE,25.24540583,1000.256613,92.98353983,199.1901419,,
23,1841,NOT_NAMED,1959,5,21,15,TS,14.776561,65.09494019,FALSE,25.23571381,1000.029549,90.02391285,197.2292227,,
24,1841,NOT_NAMED,1959,5,21,18,TS,14.911656,64.60819244,FALSE,25.20618867,999.3871265,81.46917891,190.2665602,,
25,1841,NOT_NAMED,1959,5,21,21,TS,15.0169115,64.12210083,FALSE,23.52782798,1001.116812,81.37338805,170.7099308,,
26,1841,NOT_NAMED,1959,5,22,0,TS,15.106392,63.61758423,FALSE,28.39637744,994.4097374,79.37089387,217.4756844,105.7325726,
27,1841,NOT_NAMED,1959,5,22,3,TS,15.19978,63.0915947,FALSE,25.25487318,998.3668102,79.4772561,188.2592039,,
28,1841,NOT_NAMED,1959,5,22,6,TS,15.301539,62.47909546,FALSE,31.41433587,989.2587796,75.89746495,236.2255393,126.4084721,
29,1841,NOT_NAMED,1959,5,22,9,TS,15.402881,61.75085831,FALSE,32.07239594,987.8942328,79.64909797,247.0299202,137.0085296,
30,1841,NOT_NAMED,1959,5,22,12,TS,15.502571,60.99886703,FALSE,26.8455672,994.69237,69.75618957,189.0884355,79.99167384,
31,1841,NOT_NAMED,1959,5,22,15,TS,15.604823,60.3183403,FALSE,30.16950462,989.8796186,77.42670534,229.9842496,118.9942943,
32,1841,NOT_NAMED,1959,5,22,18,TS,15.693812,59.69223022,FALSE,36.77673874,979.6008589,64.84193067,252.5092143,146.5303455,85.83861794
33,1841,NOT_NAMED,1959,5,22,21,TS,15.752121,59.08149719,FALSE,33.92271833,983.8860755,82.71789849,264.8794184,155.491775,89.76359726
34,1841,NOT_NAMED,1959,5,23,0,TS,15.809491,58.51098633,FALSE,32.98049303,985.4743105,83.06031886,259.4371413,149.3237182,83.46744275
35,1841,NOT_NAMED,1959,5,23,3,TS,15.89985,57.99003601,FALSE,34.5102897,983.2981686,80.27126356,265.0935182,156.1772523,91.0472972
36,1841,NOT_NAMED,1959,5,23,6,TS,15.988856,57.48598862,FALSE,36.06714999,980.940205,79.61029315,273.3894558,165.5140994,100.2628493
37,1841,NOT_NAMED,1959,5,23,9,TS,16.044847,56.97484207,FALSE,29.66122813,990.457485,78.94729033,229.3153174,117.3188269,
38,1841,NOT_NAMED,1959,5,23,12,TS,16.10348,56.48389816,FALSE,22.42241356,999.855946,92.56818112,161.3011769,,
39,1841,NOT_NAMED,1959,5,23,15,TS,16.189934,56.02331161,FALSE,31.01190277,988.1460483,82.31263791,245.2987763,133.5620816,
40,1841,NOT_NAMED,1959,5,23,18,TS,16.30307,55.59522629,FALSE,23.83140076,997.6361877,91.05265741,179.1900784,,
41,1841,NOT_NAMED,1959,5,23,21,TS,16.437359,55.19919968,FALSE,38.35631606,976.1748789,91.03336875,303.9978093,196.82386,129.3978933
42,1841,NOT_NAMED,1959,5,24,0,TS,16.581411,54.82442474,FALSE,39.58432863,974.3507043,76.84056668,288.4391341,182.7509702,117.6088902
43,1841,NOT_NAMED,1959,5,24,3,NR,16.7,54.5,FALSE,37.72159891,976.5905228,92.91039479,304.2616719,196.3401474,128.1944353
44,1846,NOT_NAMED,1959,6,22,18,TS,10.2,85.30000305,FALSE,13.60897375,996.7585843,91.21086313,,,
45,1846,NOT_NAMED,1959,6,22,21,TS,10.239946,85.36992645,FALSE,14.00166017,996.4579938,90.78928415,,,
46,1846,NOT_NAMED,1959,6,23,0,TS,10.4,85.30000305,FALSE,13.98064146,996.5993426,95.22728151,,,
47,1846,NOT_NAMED,1959,6,23,3,TS,10.771194,85.00225067,FALSE,13.35410465,997.4550799,94.80388397,,,
48,1846,NOT_NAMED,1959,6,23,6,TS,11.315135,84.60548401,FALSE,13.36045113,997.81536,80.77343986,,,
49,1846,NOT_NAMED,1959,6,23,9,TS,11.9447775,84.25630188,FALSE,15.30837451,996.1023703,88.87524121,,,
50,1846,NOT_NAMED,1959,6,23,12,TS,12.57529,83.89245605,FALSE,13.56687526,998.3350436,71.85253045,,,
51,1846,NOT_NAMED,1959,6,23,15,TS,13.119972,83.50488281,FALSE,13.3830374,998.9749555,93.97049104,,,
52,1846,NOT_NAMED,1959,6,23,18,TS,13.580378,83.10093689,FALSE,13.04741202,999.7497516,91.40467731,,,
53,1846,NOT_NAMED,1959,6,23,21,TS,14.03064,82.7000885,FALSE,13.11320755,1000.045177,89.17019741,,,
54,1846,NOT_NAMED,1959,6,24,0,TS,14.475531,82.30116272,FALSE,12.48387226,1000.807468,85.34011076,,,
55,1846,NOT_NAMED,1959,6,24,3,NR,14.9,81.90000153,FALSE,12.33164012,1001.032233,93.13402205,,,
56,1847,NOT_NAMED,1959,6,24,18,TS,18.2,71.40000153,FALSE,12.44183619,1002.118643,71.31384454,,,
57,1847,NOT_NAMED,1959,6,24,21,TS,18.222513,71.32249451,FALSE,12.27016164,1003.000214,91.0025572,,,
58,1847,NOT_NAMED,1959,6,25,0,TS,18.3,71.19999695,FALSE,11.82185477,1004.500092,86.80093804,,,
59,1847,NOT_NAMED,1959,6,25,3,TS,18.47327,70.99549866,FALSE,11.73807409,1005.639416,92.34859827,,,
60,1847,NOT_NAMED,1959,6,25,6,TS,18.71112,70.67993164,FALSE,11.81508833,1006.731783,96.03843739,,,
61,1847,NOT_NAMED,1959,6,25,9,TS,18.960636,70.27797699,FALSE,12.08436943,1007.616216,82.27707674,,,
62,1847,NOT_NAMED,1959,6,25,12,TS,19.219065,69.89289093,FALSE,12.19423374,1009.01191,96.28719715,,,
63,1847,NOT_NAMED,1959,6,25,15,TS,19.466614,69.60328674,FALSE,11.6925898,1011.213517,98.87576063,,,
64,1847,NOT_NAMED,1959,6,25,18,TS,19.71246,69.39862061,FALSE,11.77499144,1011.85568,103.483918,,,
65,1847,NOT_NAMED,1959,6,25,21,TS,19.953924,69.27703094,FALSE,11.61854166,1012.577664,91.05106039,,,
66,1847,NOT_NAMED,1959,6,26,0,TS,20.209368,69.17467499,FALSE,13.08191104,1012.258894,105.2031094,,,
67,1847,NOT_NAMED,1959,6,26,3,TS,20.49003,69.00502777,FALSE,13.72394507,1012.263281,95.41634874,,,
68,1847,NOT_NAMED,1959,6,26,6,TS,20.802473,68.81339264,FALSE,12.44904949,1013.849261,111.6156013,,,
69,1847,NOT_NAMED,1959,6,26,9,TS,21.139921,68.65732574,FALSE,11.92575335,1014.808617,102.5749678,,,
70,1847,NOT_NAMED,1959,6,26,12,TS,21.489965,68.49774933,FALSE,13.18583281,1014.083496,97.43421551,,,
71,1847,NOT_NAMED,1959,6,26,15,TS,21.83329,68.31489563,FALSE,11.48866308,1016.080643,96.05493334,,,
72,1847,NOT_NAMED,1959,6,26,18,TS,22.185389,68.08448029,FALSE,11.70027261,1016.323942,98.37805632,,,
73,1847,NOT_NAMED,1959,6,26,21,TS,22.562721,67.78472137,FALSE,11.52237143,1016.75199,97.93367602,,,
74,1847,NOT_NAMED,1959,6,27,0,TS,22.863516,67.52301788,FALSE,11.66679281,1016.767367,87.16857174,,,
75,1847,NOT_NAMED,1959,6,27,3,TS,23.001596,67.4031601,FALSE,11.4762667,1017.254593,88.1085504,,,
76,1847,NOT_NAMED,1959,6,27,6,TS,23.02868,67.37823486,FALSE,13.25414039,1015.790378,99.36093507,,,
77,1847,NOT_NAMED,1959,6,27,9,TS,23.034927,67.37228394,FALSE,16.2604585,1012.791183,77.81287714,,,
78,1847,NOT_NAMED,1959,6,27,12,TS,23.016212,67.38770294,FALSE,15.39428185,1013.829029,82.82031184,,,
79,1847,NOT_NAMED,1959,6,27,15,TS,23,67.40000153,FALSE,15.45794853,1013.905126,85.12033136,,,
80,1847,NOT_NAMED,1959,6,27,18,TS,22.995705,67.43106079,FALSE,14.17058416,1015.289792,91.75723941,,,
81,1847,NOT_NAMED,1959,6,27,21,TS,22.99204,67.47234344,FALSE,14.12855952,1015.213429,97.41102457,,,
82,1847,NOT_NAMED,1959,6,28,0,TS,22.992388,67.45495605,FALSE,12.4857343,1016.811619,87.96269628,,,
83,1847,NOT_NAMED,1959,6,28,3,TS,22.9897,67.36487579,FALSE,12.3206091,1016.900466,76.86547003,,,
84,1847,NOT_NAMED,1959,6,28,6,TS,23.03449,67.06130981,FALSE,11.79812383,1017.102725,90.0506425,,,
85,1847,NOT_NAMED,1959,6,28,9,TS,23.14013,66.48197174,FALSE,11.76429208,1016.630366,79.61761721,,,
86,1847,NOT_NAMED,1959,6,28,12,TS,23.233454,65.78535461,FALSE,12.71244762,1015.448719,81.78184406,,,
87,1847,NOT_NAMED,1959,6,28,15,TS,23.263174,65.15677643,FALSE,11.96318249,1015.877452,84.44980172,,,
88,1847,NOT_NAMED,1959,6,28,18,TS,23.19436,64.56200409,FALSE,11.81830478,1015.692229,51.84123932,,,
89,1847,NOT_NAMED,1959,6,28,21,TS,23.010342,64.01078796,FALSE,11.75466217,1015.01654,62.82180483,,,
90,1847,NOT_NAMED,1959,6,29,0,TS,22.75232,63.48694229,FALSE,11.65837646,1014.288029,61.08545874,,,
91,1847,NOT_NAMED,1959,6,29,3,NR,22.4,63,FALSE,11.86339031,1013.692984,66.30726546,,,
92,1850,NOT_NAMED,1959,6,27,18,TS,17.5,89.30000305,FALSE,11.667514,1003.984219,107.4300302,,,
93,1850,NOT_NAMED,1959,6,27,21,TS,17.572485,89.27745819,FALSE,11.74790785,1004.167914,96.8974767,,,
94,1850,NOT_NAMED,1959,6,28,0,TS,17.7,89.19998932,FALSE,12.17585538,1003.744062,129.093309,,,
95,1850,NOT_NAMED,1959,6,28,3,TS,17.917786,89.02667236,FALSE,12.45446373,1003.579751,95.87957265,,,
96,1850,NOT_NAMED,1959,6,28,6,TS,18.204807,88.79270935,FALSE,11.9580777,1003.875836,89.71698426,,,
97,1850,NOT_NAMED,1959,6,28,9,TS,18.510475,88.54492188,FALSE,12.2199594,1003.690189,95.58817721,,,
98,1850,NOT_NAMED,1959,6,28,12,TS,18.81116,88.30277252,FALSE,12.75930159,1003.072089,106.3115925,,,
99,1850,NOT_NAMED,1959,6,28,15,TS,19.076616,88.09991455,FALSE,13.31591634,1002.437153,105.3834336,,,
100,1850,NOT_NAMED,1959,6,28,18,TS,19.3106,87.90117645,FALSE,13.35454718,1002.328202,98.34289645,,,
101,1850,NOT_NAMED,1959,6,28,21,TS,19.516785,87.69110107,FALSE,13.52880275,1002.038546,96.85673395,,,
102,1850,NOT_NAMED,1959,6,29,0,TS,19.707323,87.39904785,FALSE,14.10188851,1001.295365,102.4389822,,,
103,1850,NOT_NAMED,1959,6,29,3,TS,19.904884,86.97830963,FALSE,13.86609309,1001.185567,99.19797299,,,
104,1850,NOT_NAMED,1959,6,29,6,TS,20.094315,86.41467285,TRUE,14.17310411,1000.414357,101.5407822,,,
105,1850,NOT_NAMED,1959,6,29,9,TS,20.252853,85.74560547,TRUE,14.59100333,999.1881765,96.99765573,,,
106,1850,NOT_NAMED,1959,6,29,12,TS,20.409866,85.01564789,TRUE,13.07766502,1000.171482,97.83304769,,,
107,1850,NOT_NAMED,1959,6,29,15,TS,20.599813,84.30001831,TRUE,12.61369286,999.7527747,93.74705225,,,
108,1850,NOT_NAMED,1959,6,29,18,TS,20.784336,83.61267853,TRUE,12.164082,999.4575685,92.6309657,,,
109,1850,NOT_NAMED,1959,6,29,21,TS,20.936403,82.92638397,TRUE,12.42244994,998.9749247,79.02621508,,,
110,1850,NOT_NAMED,1959,6,30,0,TS,21.095675,82.21982574,TRUE,11.80792878,1000.146093,127.8327791,,,
111,1850,NOT_NAMED,1959,6,30,3,TS,21.279558,81.49123383,TRUE,11.85260234,1000.906773,80.70414882,,,
112,1850,NOT_NAMED,1959,6,30,6,TS,21.524153,80.68338013,TRUE,12.05665202,1001.859187,65.94089756,,,
113,1850,NOT_NAMED,1959,6,30,9,TS,21.849419,79.75888824,TRUE,13.11385502,1001.323256,77.05268098,,,
114,1850,NOT_NAMED,1959,6,30,12,TS,22.19806,78.80620575,TRUE,13.75876984,1001.124526,92.03476284,,,
115,1850,NOT_NAMED,1959,6,30,15,TS,22.509537,77.9230423,TRUE,11.00339875,1004.451097,90.15468955,,,
116,1850,NOT_NAMED,1959,6,30,18,TS,22.797007,77.0785141,TRUE,15.8056631,999.543342,91.17491276,,,
117,1850,NOT_NAMED,1959,6,30,21,TS,23.069738,76.22827911,TRUE,16.59718582,999.1010093,84.48986073,,,
118,1850,NOT_NAMED,1959,7,1,0,TS,23.30224,75.38070679,TRUE,12.95909373,1003.308986,84.24916747,,,
119,1850,NOT_NAMED,1959,7,1,3,TS,23.486353,74.53321075,TRUE,13.00448417,1003.720796,82.76735141,,,
120,1850,NOT_NAMED,1959,7,1,6,TS,23.609468,73.67875671,TRUE,11.53726491,1005.4392,75.16488811,,,
121,1850,NOT_NAMED,1959,7,1,9,TS,23.679209,72.82994843,TRUE,11.63030078,1005.664342,76.93487293,,,
122,1850,NOT_NAMED,1959,7,1,12,TS,23.719925,71.9757309,TRUE,11.50247325,1006.356734,97.93000767,,,
123,1850,NOT_NAMED,1959,7,1,15,TS,23.766489,71.09996796,TRUE,11.96907223,1006.250001,80.27632241,,,
124,1850,NOT_NAMED,1959,7,1,18,TS,23.630955,69.99711609,TRUE,11.51985194,1007.131205,85.80166493,,,
125,1850,NOT_NAMED,1959,7,1,21,TS,23.561935,69.13761902,TRUE,12.05693716,1005.862043,107.1249744,,,
126,1850,NOT_NAMED,1959,7,2,0,TS,23.545673,68.54706573,TRUE,12.36970023,1005.202149,90.36545417,,,
127,1850,NOT_NAMED,1959,7,2,3,TS,23.55212,68.22855377,FALSE,11.60833427,1005.580022,91.95096789,,,
128,1850,NOT_NAMED,1959,7,2,6,TS,23.642012,68.05584717,FALSE,13.70862308,1003.226642,99.98209187,,,
129,1850,NOT_NAMED,1959,7,2,9,TS,23.719519,67.95304108,FALSE,11.97355764,1004.676427,86.42585059,,,
130,1850,NOT_NAMED,1959,7,2,12,TS,23.81108,67.89655304,FALSE,11.75228345,1004.536316,81.67994952,,,
131,1850,NOT_NAMED,1959,7,2,15,TS,23.949987,67.83332062,TRUE,16.07366675,999.7348592,71.74475233,,,
132,1850,NOT_NAMED,1959,7,2,18,TS,24.088444,67.76564026,TRUE,16.80320911,998.6070993,61.32278525,,,
133,1850,NOT_NAMED,1959,7,2,21,TS,24.205267,67.67736816,TRUE,18.65011392,996.0844485,45.009482,61.96985947,,
134,1850,NOT_NAMED,1959,7,3,0,TS,24.31113,67.57830811,TRUE,17.28227799,997.3753134,64.17780631,,,
135,1850,NOT_NAMED,1959,7,3,3,NR,24.45,67.5,TRUE,15.48256451,998.9380343,68.71414117,,,
136,1852,NOT_NAMED,1959,7,3,18,TS,19.399998,88.59999847,FALSE,11.76420322,995.4916826,77.3267795,,,
137,1852,NOT_NAMED,1959,7,3,21,TS,19.40761,88.32012177,FALSE,11.79340187,995.2337093,82.76579058,,,
138,1852,NOT_NAMED,1959,7,4,0,TS,19.399998,88,FALSE,11.33639152,995.3825832,77.05829873,,,
139,1852,NOT_NAMED,1959,7,4,3,TS,19.379799,87.60198212,FALSE,11.60162989,994.912259,73.5663885,,,
140,1852,NOT_NAMED,1959,7,4,6,TS,19.42564,87.07530212,FALSE,11.68971163,994.5907674,75.87468396,,,
141,1852,NOT_NAMED,1959,7,4,9,TS,19.551094,86.45590973,FALSE,11.82056792,994.3654842,77.89801193,,,
142,1852,NOT_NAMED,1959,7,4,12,TS,19.726088,85.77545929,FALSE,11.98438927,994.2099858,85.14360536,,,
143,1852,NOT_NAMED,1959,7,4,15,TS,19.898252,85.07630157,TRUE,12.74592555,993.6948811,79.0330441,,,
144,1852,NOT_NAMED,1959,7,4,18,TS,20.282173,84.30323792,TRUE,12.67631404,994.1563768,74.41518641,,,
145,1852,NOT_NAMED,1959,7,4,21,TS,20.763517,83.53102875,TRUE,9.899226842,997.285597,75.65579706,,,
146,1852,NOT_NAMED,1959,7,5,0,TS,21.302898,82.75391388,TRUE,10.92721366,996.8911256,79.47948249,,,
147,1852,NOT_NAMED,1959,7,5,3,NR,21.9,81.90000153,TRUE,9.673323569,998.9318024,56.75462023,,,
148,1855,NOT_NAMED,1959,7,9,18,TS,21.000002,90.30001068,FALSE,11.59236377,1005.391297,93.8361732,,,
149,1855,NOT_NAMED,1959,7,9,21,TS,21.127531,90.26009369,FALSE,13.55323973,1003.492706,101.8809671,,,
150,1855,NOT_NAMED,1959,7,10,0,TS,21.3,90.20000458,FALSE,11.26217652,1005.85653,105.2476928,,,
151,1855,NOT_NAMED,1959,7,10,3,TS,21.559914,90.0953064,FALSE,13.53299841,1003.647903,103.4538204,,,
152,1855,NOT_NAMED,1959,7,10,6,TS,21.923244,89.88244629,FALSE,13.63177672,1003.616889,82.45178669,,,
153,1855,NOT_NAMED,1959,7,10,9,TS,22.373432,89.56629181,TRUE,13.23554787,1004.302131,84.36882385,,,
154,1855,NOT_NAMED,1959,7,10,12,TS,22.794184,89.19202423,TRUE,11.4989714,1006.430607,76.98127378,,,
155,1855,NOT_NAMED,1959,7,10,15,TS,23.091501,88.8197403,TRUE,13.62491039,1004.46165,90.70934479,,,
156,1855,NOT_NAMED,1959,7,10,18,TS,23.318552,88.38903046,TRUE,12.30369381,1006.00801,80.46166874,,,
157,1855,NOT_NAMED,1959,7,10,21,TS,23.5374,87.88989258,TRUE,11.87185286,1006.477049,92.16810651,,,
158,1855,NOT_NAMED,1959,7,11,0,TS,23.699575,87.29325104,TRUE,11.35119854,1006.967067,73.90957397,,,
159,1855,NOT_NAMED,1959,7,11,3,TS,23.78145,86.60140991,TRUE,10.88947271,1007.1765,64.89986718,,,
160,1855,NOT_NAMED,1959,7,11,6,TS,23.824564,85.79909515,TRUE,10.75098112,1006.967634,52.64449072,,,
161,1855,NOT_NAMED,1959,7,11,9,TS,23.873098,84.91799927,TRUE,10.26321536,1006.96043,53.83614926,,,
162,1855,NOT_NAMED,1959,7,11,12,TS,23.902628,83.99700928,TRUE,10.91889705,1005.928065,72.77418106,,,
163,1855,NOT_NAMED,1959,7,11,15,TS,23.904816,83.08990479,TRUE,9.322171983,1007.041224,53.86151148,,,
164,1855,NOT_NAMED,1959,7,11,18,TS,23.902334,82.21637726,TRUE,10.18903391,1005.549768,76.6823895,,,
165,1855,NOT_NAMED,1959,7,11,21,TS,23.902578,81.36922455,TRUE,10.27245048,1004.926941,90.47820871,,,
166,1855,NOT_NAMED,1959,7,12,0,TS,23.901459,80.63824463,TRUE,10.45561135,1004.306271,71.12148541,,,
167,1855,NOT_NAMED,1959,7,12,3,TS,23.899597,80.08834839,TRUE,11.27003947,1003.510989,73.96382412,,,
168,1855,NOT_NAMED,1959,7,12,6,TS,23.899254,79.67972565,TRUE,12.11536735,1003.083612,102.1615907,,,
169,1855,NOT_NAMED,1959,7,12,9,TS,23.898966,79.3192215,TRUE,10.87095915,1004.054853,80.00202192,,,
170,1855,NOT_NAMED,1959,7,12,12,TS,23.899435,78.99742889,TRUE,11.48382425,1003.276885,97.73384984,,,
171,1855,NOT_NAMED,1959,7,12,15,TS,23.899946,78.66666412,TRUE,10.78039823,1003.796841,91.7139008,,,
172,1855,NOT_NAMED,1959,7,12,18,TS,23.899591,78.32695007,TRUE,11.38532381,1003.125787,94.15495385,,,
173,1855,NOT_NAMED,1959,7,12,21,TS,23.89918,77.99745941,TRUE,11.88172996,1002.658363,96.66224219,,,
174,1855,NOT_NAMED,1959,7,13,0,TS,23.899462,77.62173462,TRUE,11.64961038,1002.826356,93.32131184,,,
175,1855,NOT_NAMED,1959,7,13,3,TS,23.899796,77.1683197,TRUE,12.0205277,1002.401353,103.1717725,,,
176,1855,NOT_NAMED,1959,7,13,6,TS,23.900297,76.60102081,TRUE,12.30462881,1002.159356,110.6428176,,,
177,1855,NOT_NAMED,1959,7,13,9,TS,23.900497,75.92327881,TRUE,11.85900537,1002.85532,135.0158557,,,
178,1855,NOT_NAMED,1959,7,13,12,TS,23.900238,75.20307922,TRUE,11.78197174,1003.237344,78.22716471,,,
179,1855,NOT_NAMED,1959,7,13,15,TS,23.899752,74.5283432,TRUE,11.50483769,1003.731289,78.05587901,,,
180,1855,NOT_NAMED,1959,7,13,18,TS,23.90084,73.89233398,TRUE,11.61679238,1003.76359,63.16358911,,,
181,1855,NOT_NAMED,1959,7,13,21,TS,23.901602,73.25506592,TRUE,11.38240822,1004.073136,77.27032246,,,
182,1855,NOT_NAMED,1959,7,14,0,TS,23.901855,72.61526489,TRUE,11.39482517,1003.951686,83.77756813,,,
183,1855,NOT_NAMED,1959,7,14,3,TS,23.899683,71.97666168,TRUE,12.27495708,1002.960752,86.85981582,,,
184,1855,NOT_NAMED,1959,7,14,6,TS,23.89697,71.29047394,TRUE,11.71950286,1003.434274,103.1554601,,,
185,1855,NOT_NAMED,1959,7,14,9,TS,23.90119,70.54024506,TRUE,12.34793439,1002.692306,102.7560217,,,
186,1855,NOT_NAMED,1959,7,14,12,TS,23.881372,69.79463959,TRUE,13.7015426,1001.015598,78.20545529,,,
187,1855,NOT_NAMED,1959,7,14,15,TS,23.804804,69.11317444,TRUE,14.92861049,999.3329002,63.29810982,,,
188,1855,NOT_NAMED,1959,7,14,18,TS,23.71284,68.49227142,TRUE,18.91168098,994.4237107,76.79331106,95.1628672,,
189,1855,NOT_NAMED,1959,7,14,21,TS,23.654655,67.90844727,FALSE,22.79982411,989.3311565,77.65844716,152.1121452,,
190,1855,NOT_NAMED,1959,7,15,0,TS,23.59423,67.40686035,FALSE,16.16174339,996.8806644,82.78284677,,,
191,1855,NOT_NAMED,1959,7,15,3,TS,23.499817,67.00832367,FALSE,14.37621505,998.3879785,83.27372652,,,
192,1855,NOT_NAMED,1959,7,15,6,TS,23.409378,66.68178558,FALSE,14.38254913,998.1230295,79.14112342,,,
193,1855,NOT_NAMED,1959,7,15,9,TS,23.352118,66.37189484,FALSE,13.91122528,998.3875332,73.51513357,,,
194,1855,NOT_NAMED,1959,7,15,12,TS,23.293844,66.10677338,FALSE,13.42401952,998.6467252,90.69932585,,,
195,1855,NOT_NAMED,1959,7,15,15,TS,23.20492,65.89502716,FALSE,15.16466827,996.5038322,94.74975535,,,
196,1855,NOT_NAMED,1959,7,15,18,TS,23.099632,65.68550873,FALSE,12.07614099,999.6813694,85.57081901,,,
197,1855,NOT_NAMED,1959,7,15,21,TS,22.992449,65.44245911,FALSE,12.68291207,998.7940006,95.16152097,,,
198,1855,NOT_NAMED,1959,7,16,0,TS,22.896515,65.20320892,FALSE,12.66938148,998.7182257,73.96578818,,,
199,1855,NOT_NAMED,1959,7,16,3,TS,22.828295,64.99503326,FALSE,13.05796833,998.2184618,80.56205491,,,
200,1855,NOT_NAMED,1959,7,16,6,TS,22.778502,64.79766083,FALSE,13.79293333,997.1034937,81.4005417,,,
201,1855,NOT_NAMED,1959,7,16,9,TS,22.728266,64.59758759,FALSE,13.70442255,997.3996403,91.30656302,,,
202,1855,NOT_NAMED,1959,7,16,12,TS,22.680588,64.39868927,FALSE,13.62848423,997.4629951,85.56464356,,,
203,1855,NOT_NAMED,1959,7,16,15,TS,22.633318,64.20000458,FALSE,14.81868789,996.5404343,89.22423485,,,
204,1855,NOT_NAMED,1959,7,16,18,TS,22.579193,64.00539398,FALSE,13.39704243,998.0859004,70.25058652,,,
205,1855,NOT_NAMED,1959,7,16,21,TS,22.525675,63.81496811,FALSE,12.1638947,999.4966881,77.7107556,,,
206,1855,NOT_NAMED,1959,7,17,0,TS,22.47605,63.60953903,FALSE,12.82935579,998.9850415,79.93329057,,,
207,1855,NOT_NAMED,1959,7,17,3,TS,22.428305,63.37664795,FALSE,11.96664541,1000.090944,75.50191667,,,
208,1855,NOT_NAMED,1959,7,17,6,TS,22.397104,63.10956955,FALSE,12.09732072,1000.295012,77.62048444,,,
209,1855,NOT_NAMED,1959,7,17,9,TS,22.386679,62.81492996,FALSE,11.93941395,1000.904033,67.01448348,,,
210,1855,NOT_NAMED,1959,7,17,12,TS,22.413757,62.50538254,FALSE,12.06311446,1001.288604,64.39378839,,,
211,1855,NOT_NAMED,1959,7,17,15,TS,22.489965,62.20003891,FALSE,11.65857385,1002.38096,60.71041033,,,
212,1855,NOT_NAMED,1959,7,17,18,TS,22.59217,61.89660645,FALSE,11.39112569,1003.071606,70.57527534,,,
213,1855,NOT_NAMED,1959,7,17,21,TS,22.693394,61.59593582,FALSE,11.35860587,1003.526387,68.13168034,,,
214,1855,NOT_NAMED,1959,7,18,0,TS,22.79312,61.29708862,FALSE,11.51611346,1003.781515,71.20805067,,,
215,1855,NOT_NAMED,1959,7,18,3,NR,22.9,61,FALSE,10.0299151,1005.594784,74.27590072,,,
216,1857,NOT_NAMED,1959,7,16,18,TS,16.4,87.59999847,FALSE,12.4378371,1005.022054,91.09012482,,,
